"employee_id","company_id","dept","seniority","salary","join_date","quit_date"
36,5,"engineer",4,64000,2014-04-07,NA
9081,6,"marketing",9,95000,2014-12-15,NA
18501,5,"marketing",9,97000,2015-03-04,NA
1289,3,"engineer",7,136000,2013-09-11,NA
3755,1,"engineer",13,195000,2012-12-31,2014-12-12
15971,1,"design",13,119000,2013-08-26,NA
4787,1,"customer_service",11,72000,2015-06-08,NA
20504,10,"customer_service",3,22000,2015-01-12,NA
4168,10,"marketing",7,95000,2011-09-21,2015-02-06
19177,1,"marketing",7,136000,2012-08-21,NA
9477,2,"customer_service",10,77000,2014-02-03,2015-01-09
13141,2,"data_science",23,298000,2013-11-11,NA
8973,6,"customer_service",2,27000,2014-07-14,NA
16463,8,"data_science",6,189000,2013-01-07,2013-11-01
10189,2,"data_science",15,261000,2013-06-24,NA
3822,1,"design",20,233000,2014-04-21,NA
2385,5,"sales",17,173000,2014-10-27,NA
22320,7,"engineer",22,260000,2012-09-04,NA
14891,4,"customer_service",27,80000,2014-01-21,NA
22454,1,"data_science",28,294000,2014-11-24,NA
23827,1,"marketing",7,110000,2015-06-22,NA
8597,1,"customer_service",3,28000,2011-12-19,2014-03-28
5836,2,"customer_service",3,27000,2012-01-17,2012-12-14
21760,1,"data_science",23,260000,2013-04-22,NA
7765,2,"customer_service",28,119000,2012-07-23,2013-07-19
12344,3,"data_science",13,157000,2011-11-28,2013-08-23
23421,6,"marketing",4,39000,2014-11-10,NA
17617,2,"design",13,139000,2011-05-10,2013-08-23
17170,5,"customer_service",18,92000,2013-05-28,2015-10-30
6079,2,"customer_service",1,24000,2011-11-14,2012-11-30
17211,7,"data_science",8,124000,2013-01-28,2015-03-27
22279,2,"data_science",6,219000,2015-05-26,NA
10463,3,"data_science",24,239000,2014-08-01,NA
17502,7,"customer_service",23,97000,2014-05-19,2015-05-22
7235,1,"customer_service",14,87000,2012-06-11,2013-07-26
23007,10,"engineer",16,260000,2012-06-11,2015-04-06
2137,8,"customer_service",18,88000,2014-06-02,2015-04-24
4433,1,"customer_service",17,122000,2015-08-10,NA
13053,8,"sales",2,38000,2013-10-14,2014-10-03
13672,3,"sales",22,154000,2013-06-24,2014-07-18
15166,1,"sales",3,48000,2013-06-12,2014-08-08
23397,1,"customer_service",9,87000,2012-07-31,NA
22463,1,"marketing",5,150000,2014-09-17,2015-11-20
19353,6,"design",12,113000,2013-02-25,2015-09-25
7678,9,"customer_service",22,98000,2015-12-07,NA
5400,8,"engineer",16,248000,2015-07-06,NA
1218,6,"data_science",4,45000,2012-07-23,2015-04-17
19368,2,"engineer",16,347000,2015-02-17,NA
19463,1,"data_science",10,171000,2011-08-08,2012-08-03
1535,2,"sales",6,159000,2012-04-23,2013-05-03
24568,2,"engineer",17,319000,2013-01-07,NA
8520,2,"customer_service",19,119000,2015-05-04,NA
4088,6,"design",6,102000,2011-06-27,2014-01-24
20608,1,"sales",22,179000,2012-07-30,NA
10599,1,"customer_service",22,121000,2013-08-19,2015-07-10
20651,2,"customer_service",14,79000,2013-07-22,2014-06-27
2301,4,"customer_service",27,110000,2013-04-15,2014-02-14
17001,4,"sales",11,118000,2015-06-29,NA
17233,2,"engineer",1,88000,2013-10-21,NA
595,1,"engineer",19,287000,2013-05-28,NA
12204,9,"design",18,147000,2014-05-12,2015-06-05
18875,8,"marketing",9,101000,2014-06-16,2015-05-29
24021,1,"data_science",17,314000,2015-01-05,NA
1559,2,"engineer",5,164000,2015-11-11,NA
1865,2,"sales",17,201000,2012-02-13,2015-01-09
18408,3,"marketing",6,112000,2012-11-12,2014-07-11
15126,2,"engineer",10,185000,2013-07-15,NA
22971,4,"customer_service",6,54000,2012-01-30,2015-11-13
23625,1,"engineer",18,288000,2015-05-11,NA
10900,1,"customer_service",26,128000,2012-09-04,2013-08-09
15483,3,"customer_service",11,65000,2012-07-16,NA
13393,2,"engineer",18,342000,2015-11-23,NA
11093,1,"customer_service",18,106000,2013-12-30,NA
21339,10,"customer_service",27,114000,2015-06-29,NA
19481,3,"data_science",13,162000,2011-10-03,2012-08-10
11620,7,"data_science",2,67000,2014-10-13,NA
12918,4,"engineer",23,237000,2014-01-06,NA
1051,1,"customer_service",22,124000,2013-04-08,2014-04-04
2677,1,"sales",1,50000,2015-08-03,NA
23919,1,"customer_service",13,89000,2015-01-12,NA
12566,8,"customer_service",20,81000,2011-05-09,2012-06-15
20158,2,"customer_service",8,61000,2015-06-01,NA
20996,8,"customer_service",18,119000,2011-01-31,2013-12-13
23736,7,"data_science",16,262000,2012-04-23,NA
15807,4,"engineer",21,256000,2015-07-06,NA
4143,8,"sales",20,180000,2011-09-20,2014-01-24
10112,9,"customer_service",15,92000,2013-05-28,2015-08-14
15827,10,"customer_service",13,61000,2015-06-01,NA
7530,1,"data_science",11,208000,2013-10-28,2014-10-31
13866,1,"marketing",3,49000,2015-02-09,NA
2636,1,"marketing",7,105000,2012-07-02,2013-07-26
2721,8,"engineer",29,256000,2015-05-26,NA
140,1,"sales",6,131000,2013-08-19,2014-09-12
3416,2,"data_science",9,209000,2014-08-11,NA
14490,1,"data_science",13,196000,2011-07-11,2014-01-24
6292,5,"sales",8,112000,2014-02-03,2015-01-16
23067,2,"design",5,136000,2012-02-06,2014-01-10
10175,3,"design",4,43000,2012-12-17,2013-12-13
15531,1,"engineer",18,280000,2014-01-06,NA
12306,1,"customer_service",28,127000,2013-01-28,NA
23473,1,"sales",20,196000,2011-10-03,2013-06-14
3987,5,"customer_service",10,57000,2012-10-23,NA
21450,1,"design",24,203000,2014-09-15,NA
3918,2,"data_science",12,161000,2012-09-17,2014-10-10
7377,9,"engineer",5,158000,2014-05-12,2015-05-08
969,2,"engineer",24,309000,2011-03-30,2013-04-26
21530,1,"sales",3,45000,2012-06-18,2013-06-14
6150,5,"data_science",22,231000,2011-10-10,2013-10-11
6385,1,"data_science",8,218000,2012-02-28,2013-03-15
8504,7,"data_science",9,185000,2014-08-18,NA
20278,1,"sales",10,119000,2014-07-21,NA
12905,1,"engineer",14,207000,2015-08-31,NA
11314,2,"sales",21,173000,2014-03-10,2015-04-06
19937,2,"customer_service",12,89000,2012-05-14,2014-06-18
13677,4,"data_science",21,260000,2012-06-25,2014-03-28
5294,1,"engineer",1,81000,2013-12-16,NA
2495,10,"sales",16,140000,2013-12-23,2015-01-30
1897,1,"data_science",16,348000,2013-03-25,NA
16594,2,"data_science",6,195000,2015-05-26,NA
22460,1,"marketing",15,190000,2013-03-25,2014-04-25
6943,1,"customer_service",8,70000,2012-01-23,2013-01-18
9984,8,"customer_service",25,98000,2011-04-11,2013-03-01
23149,1,"customer_service",27,116000,2015-02-02,NA
6804,5,"customer_service",24,90000,2015-11-16,NA
13632,1,"marketing",13,149000,2014-08-25,2015-09-04
808,1,"sales",4,51000,2013-06-17,NA
11707,1,"customer_service",4,29000,2014-09-22,NA
24337,1,"design",7,135000,2012-12-26,NA
13138,1,"customer_service",24,137000,2013-11-04,NA
17501,6,"customer_service",28,95000,2014-10-20,NA
3828,1,"marketing",22,185000,2012-10-01,2013-09-06
270,1,"data_science",4,64000,2011-04-18,2011-12-30
1799,10,"data_science",6,164000,2015-02-23,NA
7816,8,"sales",13,88000,2012-09-04,2013-10-18
18003,3,"data_science",18,217000,2013-10-29,2015-09-25
1453,6,"data_science",5,162000,2013-03-25,2015-09-11
3788,1,"customer_service",15,113000,2012-11-19,2015-01-02
19673,8,"sales",1,36000,2011-02-28,2012-10-12
23237,6,"customer_service",2,26000,2012-01-23,NA
7021,5,"customer_service",15,96000,2011-04-11,2012-05-08
12804,5,"data_science",17,212000,2014-07-14,2015-07-17
2806,2,"customer_service",9,75000,2014-10-06,NA
65,3,"customer_service",26,91000,2012-01-03,2012-10-19
22535,1,"sales",27,213000,2015-04-13,NA
18826,1,"customer_service",27,113000,2015-11-09,NA
11519,1,"customer_service",12,87000,2011-02-07,2014-06-06
4221,7,"marketing",1,42000,2013-12-09,NA
16,5,"customer_service",27,90000,2011-03-07,2014-04-21
9886,4,"engineer",5,202000,2014-01-27,NA
22757,6,"customer_service",27,112000,2014-01-27,NA
24335,2,"customer_service",2,31000,2015-03-16,NA
21720,4,"engineer",11,147000,2011-08-29,2013-10-04
6400,1,"customer_service",9,76000,2015-08-17,NA
22140,4,"sales",23,182000,2015-01-12,NA
3931,2,"customer_service",9,78000,2015-01-28,NA
3261,1,"customer_service",17,104000,2015-02-17,NA
23783,1,"engineer",14,221000,2013-01-07,NA
23882,2,"engineer",17,310000,2013-02-04,2015-06-12
22117,5,"customer_service",20,94000,2012-08-27,2013-10-04
3868,2,"engineer",17,326000,2013-07-15,NA
1868,1,"customer_service",8,76000,2014-10-27,NA
10185,1,"marketing",26,225000,2015-09-21,NA
9299,1,"marketing",6,122000,2011-05-09,2012-06-22
8187,4,"marketing",14,102000,2012-11-26,2015-02-12
4282,3,"customer_service",26,90000,2013-04-01,2015-05-15
3326,1,"engineer",28,272000,2013-05-06,2014-04-25
14419,3,"customer_service",5,59000,2012-09-24,NA
4472,4,"design",15,183000,2012-01-23,2013-02-01
19054,2,"sales",28,205000,2012-02-27,NA
10490,2,"design",1,48000,2011-11-28,2014-04-04
6516,2,"engineer",16,290000,2013-05-13,2014-12-12
8707,1,"data_science",15,267000,2014-07-07,2015-05-18
23710,1,"customer_service",2,34000,2011-11-21,2012-10-26
8263,10,"customer_service",15,82000,2013-01-07,NA
2576,1,"sales",5,146000,2014-01-13,NA
5495,9,"customer_service",2,24000,2015-01-26,NA
10826,7,"customer_service",16,85000,2013-05-20,2015-04-06
2869,6,"customer_service",4,24000,2015-05-11,NA
24647,4,"customer_service",2,25000,2014-03-17,NA
23493,1,"data_science",8,225000,2011-10-24,2013-11-08
1094,1,"customer_service",21,129000,2014-11-28,2015-10-16
16471,1,"engineer",23,321000,2015-04-13,NA
14995,1,"customer_service",19,120000,2015-02-02,NA
14413,3,"engineer",14,131000,2011-10-24,2013-10-11
5295,1,"design",21,182000,2011-02-16,2013-01-25
9270,6,"engineer",14,150000,2012-09-10,2013-09-27
8809,1,"marketing",16,202000,2015-07-06,NA
11265,10,"engineer",27,229000,2013-02-11,2014-02-14
22231,1,"customer_service",27,124000,2012-12-10,2013-11-15
17835,1,"sales",19,196000,2014-12-22,NA
15636,10,"engineer",21,221000,2012-05-21,2014-01-31
11250,2,"sales",12,138000,2012-11-12,2015-01-15
14268,2,"sales",17,207000,2015-10-05,NA
17058,4,"customer_service",14,69000,2013-11-11,2014-11-14
8650,4,"customer_service",10,63000,2013-12-09,NA
9734,1,"marketing",29,230000,2014-12-15,NA
1802,1,"marketing",12,101000,2015-06-29,NA
4979,2,"engineer",4,68000,2011-04-11,2015-07-10
7810,1,"customer_service",9,66000,2015-02-23,NA
4855,5,"marketing",1,45000,2011-12-19,2012-10-05
10693,4,"marketing",3,41000,2012-05-14,NA
568,2,"engineer",16,331000,2011-08-08,2015-09-11
2096,8,"customer_service",14,68000,2014-04-16,NA
18791,1,"sales",13,119000,2015-02-02,NA
23293,8,"marketing",4,41000,2013-04-09,2015-04-10
2400,1,"customer_service",26,125000,2014-10-13,NA
2192,1,"engineer",5,204000,2014-01-02,2015-10-23
13079,1,"engineer",23,292000,2012-09-17,NA
9061,1,"data_science",18,264000,2012-05-21,2014-05-23
8434,3,"marketing",15,146000,2015-08-17,NA
9314,3,"marketing",27,180000,2012-06-04,2014-06-20
9929,1,"customer_service",2,29000,2015-09-21,NA
11718,1,"marketing",23,202000,2013-07-31,2014-06-06
8623,2,"engineer",8,203000,2013-03-25,2014-11-21
24133,7,"marketing",15,197000,2011-04-26,2013-04-12
13778,5,"marketing",4,40000,2011-02-14,2013-03-01
21147,3,"customer_service",20,97000,2014-08-25,2015-07-17
11851,6,"engineer",10,144000,2013-01-28,2014-10-31
11923,5,"customer_service",6,63000,2014-03-24,2015-03-06
7604,3,"engineer",9,157000,2013-10-22,2015-09-18
12289,7,"engineer",20,236000,2013-12-02,NA
13581,9,"data_science",19,232000,2013-02-14,2014-03-07
6690,1,"customer_service",22,113000,2013-11-18,2014-10-17
19900,4,"marketing",2,39000,2014-12-22,NA
16093,1,"data_science",27,339000,2012-05-29,NA
21613,1,"marketing",18,190000,2014-08-18,2015-07-06
5714,1,"engineer",28,318000,2012-07-30,NA
21182,1,"data_science",4,67000,2014-12-15,2015-11-27
17322,1,"data_science",12,222000,2013-09-03,2014-08-22
21023,3,"customer_service",28,85000,2014-12-09,NA
11566,1,"customer_service",28,135000,2015-11-23,NA
10701,7,"customer_service",20,109000,2012-01-17,2015-04-17
12270,2,"sales",27,160000,2014-11-24,NA
2173,5,"marketing",6,99000,2015-01-14,NA
21642,1,"design",1,53000,2014-07-28,NA
12316,4,"data_science",6,143000,2014-06-09,NA
3293,5,"sales",25,164000,2014-06-09,NA
22302,6,"customer_service",15,89000,2011-11-23,2013-01-18
8184,2,"data_science",5,213000,2013-05-28,2015-05-08
14667,1,"customer_service",1,36000,2015-10-12,NA
19084,1,"data_science",1,78000,2012-03-26,2015-01-23
22396,1,"customer_service",12,78000,2015-07-20,NA
4820,7,"engineer",8,135000,2012-10-29,2015-03-13
20925,2,"engineer",7,219000,2013-08-19,NA
6044,9,"data_science",8,156000,2014-07-16,NA
23321,4,"customer_service",19,99000,2015-12-07,NA
10281,1,"engineer",25,249000,2015-06-10,NA
683,2,"customer_service",9,67000,2013-10-14,2014-09-19
831,1,"data_science",19,261000,2013-09-09,2014-10-10
23690,4,"sales",24,160000,2015-04-27,NA
14799,3,"customer_service",20,115000,2013-01-28,NA
23484,1,"data_science",2,84000,2015-01-20,NA
14151,3,"customer_service",13,60000,2015-02-02,NA
6540,1,"customer_service",11,73000,2015-04-20,NA
3061,1,"engineer",8,193000,2015-11-23,NA
3400,1,"data_science",21,271000,2011-04-25,2014-05-30
21025,1,"data_science",21,264000,2011-05-31,2012-06-22
2068,6,"customer_service",9,60000,2012-12-03,NA
23179,1,"sales",17,218000,2011-01-24,2014-01-24
3995,3,"engineer",24,199000,2013-05-06,2014-03-07
15279,10,"data_science",18,230000,2015-01-20,NA
5555,1,"customer_service",24,122000,2015-03-02,NA
11275,3,"data_science",16,210000,2011-08-04,2012-09-21
5430,1,"design",13,102000,2011-10-17,2014-07-07
5229,1,"engineer",10,188000,2011-10-17,2013-12-06
4258,4,"engineer",16,255000,2014-03-24,2015-03-20
8852,10,"sales",19,178000,2014-06-02,NA
16153,2,"engineer",5,216000,2012-09-10,NA
15837,2,"customer_service",10,75000,2011-04-25,2013-06-28
691,2,"engineer",12,170000,2013-10-21,2015-08-28
8280,1,"engineer",23,312000,2013-01-22,2014-01-07
17095,1,"customer_service",14,85000,2012-05-07,2015-01-02
13533,10,"sales",10,127000,2012-12-10,2013-11-08
4939,4,"data_science",3,66000,2013-02-04,NA
15197,1,"customer_service",29,140000,2015-09-08,NA
9956,1,"design",29,168000,2011-08-01,2012-06-22
20800,5,"customer_service",13,61000,2014-08-18,NA
1544,8,"marketing",20,180000,2013-10-21,NA
17767,8,"customer_service",12,69000,2012-04-30,2014-03-28
24002,2,"marketing",19,208000,2013-08-26,2015-09-25
3390,5,"sales",4,36000,2015-06-29,NA
13804,3,"sales",5,97000,2012-05-07,2014-06-13
23347,4,"marketing",13,118000,2011-12-27,2013-11-29
834,6,"marketing",14,1e+05,2013-12-23,2015-01-23
20351,5,"data_science",10,162000,2014-06-16,NA
4814,10,"engineer",11,159000,2013-04-08,2015-02-27
5914,1,"customer_service",6,78000,2011-01-31,2012-02-10
6099,2,"engineer",5,190000,2011-05-02,2015-09-18
21997,1,"sales",9,147000,2015-08-24,NA
23456,6,"design",29,152000,2013-04-08,2014-03-07
3926,3,"sales",19,162000,2014-09-22,2015-08-28
15497,1,"customer_service",3,29000,2015-04-20,NA
9967,4,"engineer",10,175000,2011-11-07,2012-12-28
6454,2,"data_science",5,194000,2012-07-16,2015-07-24
21753,2,"customer_service",13,75000,2011-02-01,2013-12-20
15185,9,"engineer",22,235000,2013-07-30,NA
7891,1,"engineer",22,275000,2014-06-02,NA
18458,4,"sales",26,143000,2014-06-02,2015-07-06
22031,6,"engineer",12,164000,2013-02-11,2015-04-06
10984,1,"sales",16,2e+05,2013-02-13,NA
17465,1,"customer_service",18,116000,2015-08-17,NA
5818,7,"sales",19,183000,2012-01-09,NA
7994,5,"marketing",28,151000,2011-12-27,2014-02-28
8427,6,"customer_service",27,97000,2014-10-13,NA
8729,4,"customer_service",4,25000,2014-04-21,NA
5098,1,"customer_service",8,85000,2012-11-19,2013-08-23
12757,1,"customer_service",1,31000,2013-01-07,2015-04-10
16353,1,"sales",7,131000,2014-08-18,NA
7634,8,"engineer",22,265000,2012-07-23,2014-03-14
24587,3,"customer_service",8,64000,2012-01-09,2015-05-29
18748,3,"data_science",20,230000,2012-07-02,2015-06-26
23201,1,"customer_service",3,29000,2013-09-03,NA
7012,2,"marketing",20,196000,2014-05-20,NA
6580,5,"customer_service",5,69000,2015-10-12,NA
14173,6,"customer_service",18,93000,2013-05-15,NA
3127,1,"customer_service",19,117000,2015-04-20,NA
20123,1,"customer_service",10,75000,2014-06-23,NA
14793,3,"customer_service",25,89000,2011-12-19,2012-12-13
19116,4,"engineer",12,158000,2014-12-26,NA
22294,8,"data_science",12,163000,2013-04-22,NA
4791,4,"customer_service",17,102000,2013-09-30,2015-10-16
23554,9,"customer_service",21,1e+05,2015-09-14,NA
20269,9,"customer_service",14,57000,2011-12-27,2012-10-12
10881,9,"sales",25,187000,2012-03-05,2014-03-07
3478,1,"design",15,227000,2013-10-23,2015-10-23
22898,1,"data_science",29,236000,2013-05-13,2015-03-06
3853,3,"customer_service",29,98000,2013-08-26,NA
11744,5,"sales",10,114000,2012-04-23,2013-05-17
18223,2,"customer_service",13,86000,2015-03-23,NA
11837,1,"customer_service",18,123000,2012-04-09,2013-07-12
24023,1,"customer_service",12,74000,2012-07-23,NA
24181,9,"marketing",27,168000,2014-11-24,NA
8832,1,"sales",9,129000,2012-01-30,2014-01-24
3956,4,"customer_service",13,62000,2012-03-19,2015-02-27
2836,1,"engineer",24,386000,2014-11-03,NA
6071,1,"engineer",14,208000,2014-04-29,2015-04-17
20069,4,"customer_service",11,64000,2014-03-18,NA
7020,1,"data_science",20,336000,2014-03-10,2015-01-30
16260,3,"customer_service",15,86000,2015-11-30,NA
10747,2,"design",22,199000,2011-08-22,2013-06-21
17410,2,"design",21,243000,2012-07-30,NA
7205,1,"marketing",6,135000,2011-05-09,2012-03-02
9763,6,"customer_service",13,70000,2015-09-28,NA
23460,3,"marketing",11,103000,2014-04-07,NA
18137,1,"customer_service",23,124000,2015-11-23,NA
24697,2,"engineer",13,225000,2012-09-10,2015-09-04
24340,1,"engineer",3,79000,2011-09-26,2013-05-24
19210,3,"customer_service",29,74000,2014-03-24,2015-04-10
18357,7,"customer_service",23,99000,2013-10-07,2014-07-25
18296,1,"engineer",2,74000,2012-01-17,2012-11-16
12102,7,"engineer",7,171000,2011-01-31,2012-11-09
14301,1,"engineer",10,179000,2013-04-08,2014-03-14
21975,1,"engineer",25,338000,2012-03-12,2015-01-09
9269,7,"customer_service",10,74000,2011-06-20,2012-08-03
13151,9,"customer_service",9,69000,2014-10-06,NA
13287,6,"marketing",4,43000,2011-02-22,2012-02-24
13698,1,"customer_service",12,81000,2012-04-02,2013-04-01
7041,3,"engineer",1,54000,2012-02-16,2013-09-13
15838,1,"customer_service",6,88000,2015-06-15,NA
15430,1,"marketing",8,131000,2011-06-27,2014-08-21
1902,5,"data_science",6,127000,2012-09-24,2014-08-22
21071,1,"customer_service",2,30000,2014-11-10,2015-11-13
7327,1,"customer_service",24,99000,2011-03-15,2013-03-15
4378,8,"data_science",4,65000,2013-12-02,NA
13193,3,"engineer",11,162000,2012-01-23,2013-11-08
13583,1,"customer_service",22,139000,2014-01-06,NA
12274,2,"engineer",4,73000,2013-05-28,NA
18040,2,"customer_service",16,122000,2015-08-31,NA
18361,6,"engineer",18,226000,2012-08-30,NA
12191,8,"customer_service",4,22000,2014-04-01,NA
2796,9,"design",20,165000,2014-12-22,NA
835,1,"engineer",12,194000,2012-12-31,2014-01-17
9432,3,"data_science",19,248000,2015-07-20,NA
12709,1,"marketing",22,193000,2012-11-05,2013-11-29
6240,1,"data_science",6,189000,2011-05-31,2014-08-08
20187,2,"engineer",22,266000,2012-07-23,2015-06-05
11371,1,"sales",26,188000,2012-07-16,2014-04-25
11838,1,"customer_service",10,71000,2013-11-26,NA
7564,8,"sales",13,120000,2014-10-06,NA
19442,5,"customer_service",9,63000,2015-10-26,NA
10449,2,"engineer",5,197000,2015-03-10,NA
5003,2,"data_science",15,343000,2011-10-12,2015-10-16
592,3,"customer_service",4,27000,2015-08-17,NA
12698,10,"data_science",12,164000,2012-08-20,2014-07-02
8169,3,"design",11,116000,2014-09-29,NA
4519,5,"sales",8,111000,2013-06-10,NA
18782,1,"data_science",29,293000,2012-10-01,2014-08-08
17191,3,"sales",9,105000,2011-06-01,2015-02-20
4556,7,"sales",20,180000,2012-09-04,2013-08-30
21862,3,"customer_service",21,87000,2015-07-13,NA
22159,3,"engineer",5,150000,2014-05-27,2015-05-08
13700,1,"data_science",12,209000,2014-01-27,2015-02-27
15274,9,"sales",6,105000,2012-07-16,2014-09-12
5842,1,"engineer",1,81000,2012-01-30,2013-03-22
11033,9,"customer_service",8,69000,2013-06-03,NA
20668,4,"engineer",9,140000,2011-05-16,2014-08-08
15473,1,"marketing",22,205000,2011-04-18,2015-05-22
14122,4,"customer_service",24,109000,2012-11-26,2013-10-11
9839,8,"customer_service",1,21000,2013-03-19,2015-11-20
11811,2,"data_science",15,309000,2015-08-03,NA
7572,2,"engineer",6,175000,2015-03-25,NA
16280,8,"customer_service",18,94000,2014-09-02,NA
19131,8,"engineer",14,178000,2013-04-01,NA
7928,5,"design",20,159000,2012-12-17,2015-03-27
1653,2,"customer_service",12,91000,2015-09-08,NA
19750,2,"data_science",6,203000,2014-10-13,NA
12359,10,"customer_service",16,97000,2014-07-14,2015-07-10
22217,1,"data_science",19,310000,2012-06-04,2013-11-01
21705,1,"marketing",7,139000,2015-05-18,NA
12674,2,"customer_service",9,95000,2014-02-03,2015-01-23
15611,2,"engineer",3,68000,2014-03-03,NA
14940,3,"engineer",1,64000,2011-08-16,2012-10-26
15978,7,"customer_service",10,50000,2015-08-17,NA
24088,1,"engineer",1,66000,2011-11-14,2012-12-07
6872,1,"engineer",25,302000,2011-08-15,2013-01-28
20279,7,"sales",8,124000,2013-01-14,2015-04-10
15681,3,"engineer",24,229000,2011-06-27,2015-07-17
4082,7,"data_science",29,274000,2015-01-26,NA
13859,5,"customer_service",18,1e+05,2012-12-24,NA
15233,2,"customer_service",29,118000,2015-06-29,NA
18470,2,"sales",2,51000,2015-08-24,NA
15529,7,"marketing",15,158000,2014-03-12,NA
16257,5,"sales",4,42000,2015-06-15,NA
9709,3,"engineer",9,171000,2013-11-11,NA
13828,10,"engineer",16,286000,2013-03-11,NA
24507,1,"data_science",14,221000,2011-10-17,2012-10-26
1264,9,"customer_service",25,83000,2014-07-07,2015-08-21
7932,6,"customer_service",22,79000,2013-02-26,2014-04-04
18032,10,"customer_service",15,94000,2011-10-24,2012-10-19
18877,2,"customer_service",28,126000,2012-11-26,2015-02-20
15541,3,"customer_service",15,87000,2015-03-30,NA
11987,7,"sales",11,104000,2014-06-16,NA
18201,1,"customer_service",7,87000,2012-10-15,2014-06-20
21122,3,"sales",14,116000,2012-07-09,2014-09-05
7114,1,"sales",25,177000,2011-11-07,2012-11-02
15317,6,"customer_service",11,54000,2013-11-11,NA
22134,2,"sales",11,114000,2014-04-07,2015-05-08
13808,1,"data_science",18,319000,2014-02-11,NA
11110,6,"customer_service",12,61000,2014-10-13,NA
503,2,"customer_service",11,89000,2012-12-10,2015-09-18
18691,5,"customer_service",23,82000,2015-03-09,NA
18937,10,"engineer",7,168000,2014-01-27,NA
5859,2,"customer_service",7,75000,2014-01-06,2015-03-06
994,5,"data_science",13,155000,2011-10-31,2014-02-07
16264,4,"customer_service",3,22000,2013-12-30,NA
14759,1,"engineer",13,191000,2014-10-20,NA
17065,6,"marketing",22,149000,2014-08-11,NA
11940,10,"marketing",21,192000,2014-11-03,2015-11-20
4047,2,"design",29,234000,2015-03-17,NA
9725,1,"sales",27,209000,2013-01-07,2014-01-17
9290,1,"sales",5,134000,2014-12-29,NA
15659,4,"marketing",4,35000,2012-06-18,2014-04-25
8474,1,"customer_service",24,130000,2012-09-17,NA
20306,2,"customer_service",25,110000,2014-10-27,NA
7570,3,"design",12,120000,2014-10-06,NA
17919,2,"sales",9,140000,2014-06-11,NA
10643,3,"design",2,34000,2012-12-26,NA
17333,3,"marketing",12,107000,2015-06-22,NA
18302,5,"sales",14,107000,2015-03-23,NA
3330,2,"data_science",7,171000,2013-06-17,NA
21439,1,"customer_service",7,73000,2011-05-23,2013-09-20
18242,4,"customer_service",21,95000,2011-10-31,2012-11-16
3218,2,"customer_service",20,121000,2014-04-14,NA
13638,5,"customer_service",11,66000,2014-01-21,2015-03-13
23942,7,"customer_service",21,84000,2011-10-17,2012-07-13
20742,9,"sales",6,95000,2012-05-21,2014-03-21
19805,1,"customer_service",18,141000,2011-03-21,2012-05-18
9867,2,"engineer",6,183000,2011-09-19,2012-11-02
16496,1,"sales",14,136000,2014-12-15,NA
5919,9,"marketing",27,142000,2011-01-31,2012-02-03
13315,5,"data_science",8,162000,2014-10-23,NA
16069,3,"data_science",20,269000,2014-11-10,NA
11985,4,"customer_service",23,106000,2012-05-10,2014-01-10
23396,10,"customer_service",16,109000,2015-03-23,NA
8054,6,"customer_service",28,105000,2014-03-17,NA
16402,2,"engineer",12,215000,2014-12-22,2015-09-18
392,2,"customer_service",7,80000,2014-10-27,NA
4968,11,"engineer",2,45000,2012-08-13,NA
20277,2,"design",13,116000,2011-02-28,2014-08-15
903,3,"customer_service",9,63000,2015-08-24,NA
18688,10,"customer_service",19,94000,2015-03-23,NA
14459,5,"customer_service",20,83000,2015-05-26,NA
19594,8,"engineer",3,60000,2012-10-15,2014-10-31
7257,8,"customer_service",11,62000,2011-12-12,2013-01-04
6281,8,"engineer",6,172000,2014-04-21,2015-04-17
2792,1,"engineer",26,277000,2015-06-15,NA
22444,10,"data_science",16,273000,2015-01-20,NA
15690,1,"customer_service",17,127000,2015-09-02,NA
11424,7,"sales",2,39000,2011-04-11,2013-10-11
24221,3,"engineer",3,63000,2014-04-08,NA
5713,1,"customer_service",26,116000,2013-09-03,2015-07-31
11287,4,"marketing",15,184000,2012-01-03,2013-01-25
17022,4,"engineer",4,59000,2012-09-10,2014-11-28
7914,5,"customer_service",6,59000,2011-03-07,2013-04-12
19168,7,"sales",6,121000,2012-07-03,2013-05-24
8545,1,"customer_service",5,77000,2011-06-20,2012-07-20
21409,8,"sales",8,114000,2011-12-12,2015-05-22
20178,5,"customer_service",17,1e+05,2015-09-21,NA
3275,1,"customer_service",17,114000,2012-08-20,2014-08-22
12834,5,"customer_service",13,67000,2012-07-09,2015-05-20
18138,9,"sales",18,154000,2013-01-28,2014-01-03
23161,3,"engineer",3,53000,2015-06-22,NA
20073,3,"engineer",1,66000,2011-11-21,2012-11-30
19855,1,"data_science",23,286000,2013-05-20,2015-01-30
11124,5,"engineer",27,227000,2015-01-26,NA
17870,10,"customer_service",27,102000,2012-06-18,2015-04-10
2825,1,"marketing",19,207000,2014-02-10,NA
2662,5,"sales",12,106000,2013-12-10,2015-01-22
10121,1,"customer_service",16,102000,2011-10-24,2014-08-08
16756,1,"customer_service",23,118000,2012-02-13,2012-12-28
3039,3,"engineer",4,66000,2013-03-21,2015-03-13
17005,2,"engineer",1,87000,2014-07-28,NA
15833,8,"engineer",21,258000,2013-08-27,2015-09-18
24143,1,"customer_service",20,128000,2012-04-30,2015-10-02
